UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Air temperature [K]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_mean,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_mean,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_mean,Torque [Nm]_rolling_std,Tool wear [min]_rolling_mean,Tool wear [min]_rolling_std,Air temperature [K]_lag_1,Air temperature [K]_lag_3,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_3,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_3,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_3,Torque [Nm]_lag_5,Tool wear [min]_lag_1,Tool wear [min]_lag_3,Tool wear [min]_lag_5,torque_speed_interaction,failure_label
9846,L57025,L,-0.8523973761276875,-0.61035545968962,-0.6569572646509162,0.7436563314308898,-1.177531265307219,0,No Failure,298.32,0.04472135943039723,309.18,0.0836660026429675,1408.4,47.79958158811855,47.1,6.038211655780543,26.4,4.505552130418925,298.3,298.4,298.3,309.1,309.3,309.2,1484.0,1395.0,1486.0,37.0,47.6,42.4,28.0,24.0,16.0,67355.4,0
9847,L57026,L,-0.8523973761276875,-0.677756345295187,-1.1143547816460884,1.8872661052650317,-1.1461099029422814,0,No Failure,298.32,0.04472135943039723,309.14,0.11401754250211933,1404.4,53.467747287492884,48.58,7.957512174040586,29.2,4.658325879532734,298.3,298.3,298.3,309.1,309.2,309.2,1421.0,1383.0,1359.0,47.4,52.1,51.4,33.0,26.0,21.0,78733.2,0
9848,L57027,L,-0.8024013425000663,-0.61035545968962,-0.9860603561474425,0.6132446905550669,-1.114688540577344,0,No Failure,298.32,0.04472135943039723,309.1,0.0707106781058679,1397.8,56.848043062177624,48.28,8.0316249912458,31.8,4.658325879532925,298.3,298.3,298.4,309.0,309.1,309.3,1339.0,1484.0,1395.0,58.8,37.0,47.6,35.0,28.0,24.0,62788.200000000004,0
9849,H39262,H,-0.7524053088724167,-0.5429545740840913,0.1630114548404292,0.06150313300350718,-1.0832671782124061,0,No Failure,298.36,0.08944271904139361,309.1,0.0707106781058679,1434.8,93.31505773453287,45.980000000000004,8.306142305547379,34.4,4.219004621937261,298.4,298.3,298.3,309.1,309.1,309.2,1362.0,1421.0,1383.0,46.1,47.4,52.1,37.0,33.0,26.0,63660.8,0
9850,L57029,L,-0.7024092752447672,-0.4081528028729957,4.313057218796626,-2.4564447023681564,-1.0047137723000623,0,No Failure,298.41999999999996,0.13038404806509696,309.16,0.15165750887523666,1600.4,407.66812482704506,41.68,16.061662429524645,37.6,4.21900462193752,298.5,298.3,298.3,309.2,309.0,309.1,1568.0,1339.0,1484.0,40.6,58.8,37.0,39.0,35.0,28.0,35836.0,0
9851,M24710,M,-0.7524053088724167,-0.47555368847852436,-0.22744984015544953,-0.5403967479618307,-0.9732924099351247,0,No Failure,298.46000000000004,0.11401754246630891,309.2,0.15811388300299148,1615.8,400.58981514761354,39.12,15.94167494336788,40.2,4.658325879533541,298.6,298.4,298.3,309.4,309.1,309.1,2312.0,1362.0,1421.0,15.5,46.1,47.4,44.0,37.0,33.0,51830.8,0
9852,M24711,M,-0.7524053088724167,-0.47555368847852436,1.2395690253290663,-1.2827399344857475,-0.9261603663877183,0,No Failure,298.5,0.07071067804985769,309.26,0.11401754250265746,1700.2,371.05821645666225,32.800000000000004,11.954287933624606,43.0,4.94974746829915,298.5,298.5,298.3,309.3,309.2,309.0,1498.0,1568.0,1339.0,34.6,40.6,58.8,46.0,39.0,35.0,47899.2,0
9853,L57032,L,-0.7024092752447672,-0.4081528028729957,-1.2426492071447344,1.1449229187411152,-0.8790283228403118,0,No Failure,298.54,0.05477225566366158,309.32,0.08366600264388638,1691.0,381.95025854160536,33.86,13.556105635469315,46.0,4.949747468299355,298.5,298.6,298.4,309.3,309.4,309.1,1761.0,2312.0,1362.0,27.2,15.5,46.1,49.0,44.0,37.0,67642.4,0
9854,L57033,L,-0.7024092752447672,-0.4081528028729957,-0.07684334065703917,-0.21938347811365091,-0.8476069604753742,0,No Failure,298.56000000000006,0.05477225566463583,309.36,0.054772255736322,1682.4,385.876016357585,33.3,13.262729734108392,49.0,4.1231056256101315,298.6,298.5,298.5,309.4,309.3,309.2,1316.0,1498.0,1568.0,51.4,34.6,40.6,52.0,46.0,39.0,57644.99999999999,0
9855,H39268,H,-0.7024092752447672,-0.4081528028729957,-0.9860603561474425,0.5329913730930215,-0.8161855981104366,0,No Failure,298.56000000000006,0.05477225566463583,309.36,0.054772255736322,1492.4,174.18467211554298,39.260000000000005,9.396169432274165,51.4,3.9749213828627536,298.6,298.5,298.6,309.4,309.3,309.4,1525.0,1761.0,2312.0,37.8,27.2,15.5,54.0,49.0,44.0,61698.6,0
9856,L57035,L,-0.652413241617146,-0.27335103166186175,-0.12704550715650928,-0.14916182533436123,-0.7376321921980926,0,No Failure,298.6,0.07071067805360833,309.41999999999996,0.10954451149420368,1496.0,174.51504233159736,40.04,9.06879264290476,54.4,4.505552130421041,298.6,298.6,298.5,309.4,309.4,309.3,1362.0,1316.0,1498.0,45.3,51.4,34.6,56.0,52.0,46.0,58366.0,0
9857,L57036,L,-0.7024092752447672,-0.3407519172674287,-0.49519472815262355,0.42264306158271003,-0.706210829833155,0,No Failure,298.62,0.04472135944831044,309.46,0.089442719091841,1433.8,92.69412063339949,43.44,5.559046680862088,57.2,4.6583258795347815,298.7,298.6,298.5,309.6,309.4,309.3,1516.0,1525.0,1761.0,38.5,37.8,27.2,61.0,54.0,49.0,64090.00000000001,0
9858,M24717,M,-0.7024092752447672,-0.3407519172674287,-0.963748282147678,1.506062847320318,-0.6747894674682174,0,No Failure,298.62,0.04472135944831044,309.47999999999996,0.08366600264479382,1443.8,78.40408152640536,44.160000000000004,6.91541755789221,59.8,4.658325879534972,298.6,298.6,298.6,309.5,309.4,309.4,1450.0,1362.0,1316.0,44.2,45.3,51.4,63.0,56.0,52.0,75130.0,0
9859,L57038,L,-0.7524053088724167,-0.3407519172674287,0.04587306634166558,-0.6908717182031652,-0.627657423920811,0,No Failure,298.6,0.07071067805360833,309.5,0.07071067810856896,1448.2,84.48195073504883,43.22,8.19676765560692,62.6,4.505552130421663,298.6,298.7,298.6,309.5,309.6,309.4,1366.0,1516.0,1525.0,55.0,38.5,37.8,65.0,61.0,54.0,51205.700000000004,0
9860,M24719,M,-0.7024092752447672,-0.3407519172674287,0.2299476768397227,-0.6106184007411204,-0.5962360615558734,0,No Failure,298.6,0.07071067805360833,309.52,0.044721359534222585,1491.8,85.1246145365676,40.940000000000005,9.017926590963333,65.4,3.646916505755116,298.5,298.6,298.6,309.5,309.5,309.4,1547.0,1450.0,1362.0,33.1,44.2,45.3,68.0,63.0,56.0,53562.0,0
9861,H39274,H,-0.652413241617146,-0.27335103166186175,1.2061009143294195,-1.3128349285340146,-0.549104018008467,0,No Failure,298.6,0.07071067805360833,309.52000000000004,0.044721359534222585,1539.6,146.84107054907773,38.62,11.062865813160862,67.8,3.9623225512255753,298.6,298.6,298.7,309.5,309.5,309.6,1580.0,1366.0,1516.0,33.9,55.0,38.5,70.0,65.0,61.0,47209.5,0
9862,M24721,M,-0.652413241617146,-0.27335103166186175,1.4571117468267702,-1.5234998868718825,-0.470550612096123,0,No Failure,298.62,0.08366600259905359,309.54,0.05477225573781712,1609.6,174.30519212002616,34.739999999999995,11.980525864919409,70.8,4.969909455910922,298.7,298.5,298.6,309.6,309.5,309.5,1755.0,1547.0,1450.0,26.9,33.1,44.2,73.0,68.0,63.0,44640.0,0
9863,M24722,M,-0.6024172079894964,-0.20595014605633308,-0.556552931651976,0.5831496965067996,-0.42341856854871657,0,No Failure,298.65999999999997,0.11401754247094883,309.58000000000004,0.08366600264532971,1624.2,150.18888107978978,32.9,8.201524248577378,74.0,5.431390245595963,298.7,298.6,298.6,309.6,309.5,309.5,1800.0,1580.0,1366.0,24.8,33.9,55.0,78.0,70.0,65.0,65906.2,0
9864,L57043,L,-0.5524211743618752,-0.1385492604507661,-0.7127374496503274,1.6364744881961408,-0.37628652500131016,0,No Failure,298.73999999999995,0.11401754247274362,309.64,0.11401754250426996,1597.0,177.4978873113684,37.54,13.31288849198412,77.2,5.718391382194571,298.8,298.7,298.5,309.7,309.6,309.5,1439.0,1755.0,1547.0,45.8,26.9,33.1,81.0,73.0,68.0,79439.3,0
9865,M24724,M,-0.5524211743618752,-0.07114837484523745,0.5925188793358959,-0.8614100178100111,-0.34486516263637257,0,No Failure,298.8,0.09999999995914281,309.72,0.13038404809942347,1610.0,178.31993719155253,37.04,13.528968918583676,80.4,5.128352561979268,298.9,298.7,298.6,309.8,309.6,309.5,1411.0,1800.0,1580.0,56.3,24.8,33.9,84.0,78.0,70.0,51653.0,0
9866,M24725,M,-0.5524211743618752,-0.1385492604507661,5.082823771788501,-2.616951337292247,-0.29773311908896616,0,No Failure,298.84,0.08944271905545112,309.76,0.11401754250482303,1749.0,422.83625672356817,34.44,16.814963574150344,83.6,4.27784992723699,298.9,298.8,298.7,309.9,309.7,309.6,1645.0,1439.0,1755.0,31.4,45.8,26.9,86.0,81.0,73.0,34055.0,0
9867,L57046,L,-0.5024251407342256,-0.07114837484523745,0.5088486018367789,-0.6005867360583647,-0.25060107554155975,0,No Failure,298.9,0.07071067806451607,309.82,0.0836660026469123,1715.0,424.5415174043632,36.28,15.978954909505287,86.4,4.277849927237215,298.9,298.9,298.7,309.8,309.8,309.6,2450.0,1411.0,1800.0,13.9,56.3,24.8,89.0,84.0,78.0,55420.0,0
9868,L57047,L,-0.5024251407342256,-0.07114837484523745,-0.7127374496503274,0.4728013849964882,-0.21917971317662216,0,No Failure,298.93999999999994,0.05477225568253098,309.86,0.05477225574106483,1709.4,429.2508590556334,36.06,15.821915181165746,89.0,4.1231056256134435,299.0,298.9,298.8,309.9,309.9,309.7,1630.0,1645.0,1439.0,34.0,31.4,45.8,92.0,86.0,81.0,63071.700000000004,0
9869,L57048,L,-0.5524211743618752,-0.07114837484523745,-0.07126532215709803,-0.46014343049978595,-0.18775835081168454,0,No Failure,298.93999999999994,0.05477225568253098,309.88,0.04472135953873008,1732.4,411.9991504845602,31.880000000000003,11.233298714091186,91.4,3.9749213828661905,299.0,298.9,298.9,309.9,309.8,309.8,1411.0,2450.0,1411.0,44.7,13.9,56.3,94.0,89.0,84.0,54020.4,0
9870,L57049,L,-0.5524211743618752,-0.07114837484523745,0.28572786183913396,-0.8714416824927665,-0.15633698844674693,0,No Failure,298.93999999999994,0.05477225568253098,309.88,0.04472135953873008,1721.4,415.63421418357666,31.859999999999996,11.234455928081372,93.8,3.492849839310089,298.9,299.0,298.9,309.9,309.9,309.9,1526.0,1630.0,1645.0,35.4,34.0,31.4,96.0,92.0,86.0,49767.0,0
9871,H39284,H,-0.5024251407342256,-0.07114837484523745,1.9256653008218247,-1.4432465694098375,-0.12491562608180934,0,No Failure,298.9599999999999,0.05477225568348837,309.9,0.0,1608.2,175.01199958859763,34.2,6.965988802747455,96.0,3.1622776601636375,298.9,299.0,298.9,309.9,309.9,309.8,1590.0,1411.0,2450.0,31.3,44.7,13.9,98.0,94.0,89.0,48230.4,0
9872,M24731,M,-0.5524211743618752,-0.1385492604507661,2.2770804663181154,-1.8344814920373074,-0.046362220169465326,0,No Failure,298.93999999999994,0.05477225568251412,309.88,0.04472135953873008,1671.6,232.77091742741254,31.74,8.94499860257131,98.6,4.219004621942454,299.0,298.9,299.0,309.9,309.9,309.9,1884.0,1526.0,1630.0,25.6,35.4,34.0,100.0,96.0,92.0,42249.9,0
9873,L57052,L,-0.5524211743618752,-0.07114837484523745,-0.9247021526480902,1.2151445715204048,0.0007698233779410749,0,No Failure,298.91999999999996,0.044721359465498295,309.88,0.04472135953873008,1664.0,243.76730707787564,33.22,11.786305612871354,101.4,4.979959839192854,298.9,298.9,299.0,309.8,309.9,309.9,1947.0,1590.0,1411.0,21.7,31.3,44.7,105.0,98.0,94.0,71533.3,0
9874,L57053,L,-0.5524211743618752,-0.1385492604507661,0.4307563428376032,-0.34979511898947385,0.03219118574287868,0,No Failure,298.91999999999996,0.044721359465498295,309.86,0.05477225574106483,1682.0,234.16340448498633,33.44,11.847278168423447,104.2,5.11859355682551,298.9,299.0,298.9,309.9,309.9,309.9,1373.0,1884.0,1526.0,52.1,25.6,35.4,108.0,100.0,96.0,58984.0,0
9875,M24734,M,-0.5524211743618752,-0.07114837484523745,-0.5007727466525647,0.4126113968999543,0.06361254810781627,0,No Failure,298.91999999999996,0.044721359465498295,309.86,0.05477225574106483,1653.8,255.52827632181788,36.0,12.6265593096458,107.0,4.690415759821033,298.9,298.9,298.9,309.8,309.8,309.9,1616.0,1947.0,1590.0,36.5,21.7,31.3,110.0,105.0,98.0,63900.9,0
9876,M24735,M,-0.5524211743618752,-0.1385492604507661,-0.9804823376475014,1.0646696012790704,0.11074459165522269,0,No Failure,298.9,0.0,309.84000000000003,0.05477225574082224,1549.6,244.1634698311754,41.0,12.426986762687225,110.0,3.8078865529292694,298.9,298.9,299.0,309.9,309.9,309.9,1449.0,1373.0,1884.0,44.1,52.1,25.6,112.0,108.0,100.0,68967.8,0
9877,H39290,H,-0.6024172079894964,-0.20595014605633308,-0.43383652465327116,1.5160945120030738,0.1578766352026291,0,No Failure,298.88,0.044721359463026085,309.82,0.0836660026469123,1452.4,101.42386306978892,47.68,7.431823463996178,112.6,3.9749213828680094,298.9,298.9,298.9,309.8,309.8,309.8,1363.0,1616.0,1947.0,50.6,36.5,21.7,115.0,110.0,105.0,80501.1,0
9878,L57057,L,-0.6024172079894964,-0.20595014605633308,-0.919124134148149,1.8672027758995209,0.2364300411149731,0,No Failure,298.86,0.05477225567849259,309.78000000000003,0.08366600264662526,1452.6,101.22894842879327,48.980000000000004,8.834421316645718,115.6,5.128352561981614,298.8,298.9,298.9,309.7,309.9,309.9,1461.0,1449.0,1373.0,55.1,44.1,52.1,118.0,112.0,108.0,80516.40000000001,0
9879,L57058,L,-0.652413241617146,-0.20595014605633308,-1.3709436326433802,1.917361099313299,0.2678514034799107,0,No Failure,298.82,0.08366600260494109,309.75999999999993,0.08944271909351721,1388.0,68.73136110975312,53.5,6.258993529314814,118.6,5.412947441088399,298.8,298.9,298.9,309.7,309.8,309.8,1374.0,1363.0,1616.0,58.6,50.6,36.5,123.0,115.0,110.0,76416.3,0
9880,M24739,M,-0.6024172079894964,-0.1385492604507661,-0.2720739881549785,-0.13913016065160544,0.2992727658448483,0,No Failure,298.8,0.07071067806053029,309.74,0.054772255739755235,1396.2,79.439914400755,52.4,8.430599029725267,121.6,4.979959839194239,298.7,298.8,298.9,309.7,309.7,309.9,1293.0,1461.0,1449.0,59.1,55.1,44.1,125.0,118.0,112.0,57514.0,0
9881,L57060,L,-0.6024172079894964,-0.1385492604507661,1.1949448773295372,-1.2526449404374806,0.3464048093922547,0,No Failure,298.78000000000003,0.04472135945687576,309.74,0.054772255739755235,1474.2,173.94453138859893,47.78,14.092089979843449,124.6,4.5055521304263655,298.8,298.8,298.9,309.8,309.7,309.8,1490.0,1374.0,1363.0,38.6,58.6,50.6,127.0,123.0,115.0,48207.5,0
9882,L57061,L,-0.6024172079894964,-0.1385492604507661,-0.25533993265515514,-0.14916182533436123,0.3778261717571923,0,No Failure,298.78000000000003,0.04472135945687576,309.76,0.0547722557399628,1480.6,173.92613374648238,44.46,13.890392363068935,127.4,3.646916505760926,298.8,298.7,298.8,309.8,309.7,309.7,1753.0,1293.0,1461.0,27.5,59.1,55.1,130.0,125.0,118.0,57480.5,0
9883,L57062,L,-0.6024172079894964,-0.1385492604507661,1.987023504321177,-1.8043864979890403,0.4092475341221299,0,No Failure,298.78,0.04472135945687576,309.78000000000003,0.044721359537330314,1584.8,238.26288002959942,37.14,14.215941755648938,129.6,3.646916505761131,298.8,298.8,298.8,309.8,309.8,309.7,1493.0,1490.0,1374.0,38.5,38.6,58.6,132.0,127.0,123.0,41690.0,0
9884,H39297,H,-0.652413241617146,-0.27335103166186175,0.6427210458353659,-0.570491742010098,0.44066889648706753,0,No Failure,298.78000000000003,0.04472135945687576,309.76000000000005,0.08944271909351363,1657.0,173.67642327040042,32.18,7.266154416195852,131.8,3.492849839313803,298.8,298.8,298.7,309.8,309.8,309.7,1895.0,1753.0,1293.0,22.0,27.5,59.1,134.0,130.0,125.0,56732.2,0
9885,L57064,L,-0.652413241617146,-0.3407519172674287,0.7487033973342473,-0.9216000059065448,0.5192223023994115,0,No Failure,298.76,0.05477225567347865,309.7,0.1414213562329675,1693.6,146.90405031856434,30.619999999999997,6.318781528111437,134.6,4.2190046219453645,298.7,298.8,298.8,309.6,309.8,309.8,1654.0,1493.0,1490.0,34.3,38.5,38.6,136.0,132.0,127.0,51528.4,0
9886,L57065,L,-0.6024172079894964,-0.27335103166186175,0.41402228733777985,-1.2325816110719694,0.5506436647643491,0,No Failure,298.76,0.05477225567347865,309.66,0.13416407864522548,1665.6,146.09175199168254,30.660000000000004,6.294680293708515,137.2,4.658325879540642,298.7,298.8,298.8,309.5,309.8,309.8,1673.0,1895.0,1753.0,30.8,22.0,27.5,141.0,134.0,130.0,44680.1,0
9887,L57066,L,-0.6024172079894964,-0.27335103166186175,2.031647652320706,-1.7742915039407734,0.5820650271292868,0,No Failure,298.76,0.05477225567347865,309.62,0.10954451149497005,1747.6,139.92783854544203,27.419999999999998,5.348551205700658,139.8,4.658325879540832,298.8,298.7,298.8,309.6,309.6,309.8,1613.0,1654.0,1493.0,27.7,34.3,38.5,143.0,136.0,132.0,42436.9,0
9888,L57067,L,-0.6024172079894964,-0.3407519172674287,-0.9525922451477957,0.4728013849964882,0.6134863894942243,0,No Failure,298.76000000000005,0.05477225567347865,309.56000000000006,0.054772255737683496,1642.2,190.48805736843266,31.96,8.375440286934321,142.4,4.219004621945992,298.8,298.7,298.8,309.6,309.5,309.8,1903.0,1673.0,1895.0,22.3,30.8,22.0,145.0,141.0,134.0,61149.600000000006,0
9889,M24748,M,-0.6024172079894964,-0.27335103166186175,0.20205758434001708,-0.5604600773273423,0.6449077518591619,0,No Failure,298.78000000000003,0.044721359456875755,309.56000000000006,0.054772255737683496,1626.4,192.52999766270008,31.98,8.382541380750975,145.0,3.1622776601689235,298.8,298.8,298.7,309.5,309.6,309.6,1368.0,1613.0,1654.0,44.7,27.7,34.3,147.0,143.0,136.0,54180.0,0
9890,H39303,H,-0.6024172079894964,-0.27335103166186175,-0.12704550715650928,0.021376474272484798,0.6920397954065683,0,No Failure,298.8,0.0,309.58000000000004,0.04472135953456735,1595.0,195.804749687027,33.86,9.077058995071184,147.2,3.4928498393153045,298.8,298.8,298.7,309.6,309.6,309.5,1575.0,1903.0,1673.0,34.4,22.3,30.8,149.0,145.0,141.0,60943.200000000004,0
9891,L57070,L,-0.6024172079894964,-0.3407519172674287,0.5925188793358959,-0.7209667122514325,0.7705932013189124,0,No Failure,298.8,0.0,309.56000000000006,0.054772255737683496,1601.4,197.05912818237906,34.88,8.478620170759083,150.0,4.6904157598241625,298.8,298.8,298.8,309.6,309.5,309.6,1516.0,1368.0,1613.0,40.2,44.7,27.7,152.0,147.0,143.0,53955.99999999999,0
9892,L57071,L,-0.6024172079894964,-0.3407519172674287,-0.919124134148149,0.8138779842101795,0.8020145636838499,0,No Failure,298.8,0.0,309.54,0.054772255737452584,1495.6,122.58588825798547,40.040000000000006,6.537048263551626,152.8,5.118593556828751,298.8,298.8,298.8,309.5,309.6,309.6,1645.0,1575.0,1903.0,32.8,34.4,22.3,157.0,149.0,145.0,66089.40000000001,0
9893,H39306,H,-0.5524211743618752,-0.20595014605633308,-0.7350495236500919,0.8640363076239577,0.8334359260487876,0,No Failure,298.82,0.044721359459262165,309.58000000000004,0.08366600264513947,1503.4,113.32828420125009,40.82,7.406888685541548,155.6,4.9799598391965665,298.8,298.8,298.8,309.5,309.6,309.5,1374.0,1516.0,1368.0,48.1,40.2,44.7,159.0,152.0,147.0,68380.2,0
9894,M24753,M,-0.5524211743618752,-0.27335103166186175,-1.4211457991428502,1.5361578413685846,0.9119893319611315,0,No Failure,298.84,0.054772255677391204,309.58000000000004,0.08366600264513947,1445.2,139.14632585878547,45.0,8.668044762228897,159.0,5.147815070494763,298.9,298.8,298.8,309.7,309.5,309.6,1407.0,1645.0,1575.0,48.6,32.8,34.4,161.0,157.0,149.0,71005.2,0
9895,L57074,L,-0.5524211743618752,-0.3407519172674287,0.5925188793358959,-0.8915050118582778,0.9591213755085379,0,No Failure,298.86,0.05477225567836026,309.56,0.08944271909212738,1471.0,165.0954269505952,43.18,10.655374230875404,162.4,4.979959839197035,298.9,298.8,298.8,309.6,309.5,309.6,1284.0,1374.0,1516.0,55.3,48.1,40.2,166.0,159.0,152.0,51159.5,0
9896,L57075,L,-0.6024172079894964,-0.4081528028729957,-0.8466098936489144,1.4157778651755175,0.9905427378734756,0,No Failure,298.86,0.05477225567836026,309.54,0.11401754250364458,1419.4,134.62280638881109,47.44,9.681322223746303,165.2,5.118593556829579,298.9,298.9,298.8,309.5,309.7,309.5,1645.0,1407.0,1645.0,31.1,48.6,32.8,169.0,161.0,157.0,75036.7,0
9897,M24756,M,-0.6024172079894964,-0.47555368847852436,0.44191237983748544,-0.49023842454805255,1.0219641002384132,0,No Failure,298.86,0.05477225567836026,309.5,0.15811388300373477,1468.2,156.49824280163438,44.839999999999996,11.101261189612817,168.0,4.690415759825475,298.8,298.9,298.8,309.4,309.6,309.5,1387.0,1284.0,1374.0,54.1,55.3,48.1,171.0,166.0,159.0,56791.8,0
9898,L57077,L,-0.6024172079894964,-0.47555368847852436,-1.0139504486471482,0.7135613373826232,1.0690961437858195,0,No Failure,298.84000000000003,0.05477225567737434,309.41999999999996,0.13038404809798532,1458.2,162.85484334215948,44.540000000000006,10.993998362743364,171.0,3.8078865529347485,298.8,298.9,298.9,309.3,309.5,309.7,1618.0,1645.0,1407.0,35.1,31.1,48.6,173.0,169.0,161.0,63914.700000000004,0
9899,L57078,L,-0.652413241617146,-0.5429545740840913,-0.7964077271494443,0.4828330496792433,1.1005175061507573,0,No Failure,298.8,0.07071067806045694,309.34000000000003,0.1140175425025353,1480.6,138.83551418855086,42.44,9.296666069081084,173.4,3.6469165057652395,298.8,298.8,298.9,309.3,309.4,309.6,1357.0,1387.0,1284.0,47.1,54.1,55.3,176.0,171.0,166.0,62540.799999999996,0
9900,L57079,L,-0.652413241617146,-0.5429545740840913,0.2634157878393695,-0.8614100178100111,1.1319388685156948,0,No Failure,298.76,0.05477225567338395,309.28000000000003,0.08366600264291991,1468.8,122.97032162273669,42.5,9.205704753032412,175.6,3.6469165057654442,298.7,298.8,298.9,309.2,309.3,309.5,1396.0,1618.0,1645.0,44.8,35.1,31.1,178.0,173.0,169.0,49800.399999999994,0
9901,H39314,H,-0.652413241617146,-0.5429545740840913,-0.5007727466525647,0.23204143261035248,1.1633602308806323,0,No Failure,298.74,0.054772255672369485,309.23999999999995,0.05477225573408939,1481.2,115.56253718225169,40.14,6.644772381353875,177.8,3.4928498393183065,298.7,298.8,298.8,309.2,309.3,309.4,1586.0,1357.0,1387.0,31.4,47.1,54.1,180.0,176.0,171.0,61292.7,0
9902,M24761,M,-0.652413241617146,-0.5429545740840913,-0.6458012276510339,0.8941313016722243,1.2419136367929764,0,No Failure,298.72,0.04472135945304908,309.21999999999997,0.04472135952962846,1442.2,87.30234819292838,42.89999999999999,6.889484741256315,180.6,4.219004621949093,298.7,298.7,298.8,309.2,309.2,309.3,1449.0,1396.0,1618.0,42.3,44.8,35.1,182.0,178.0,173.0,69584.7,0
9903,H39316,H,-0.652413241617146,-0.47555368847852436,-0.7629396161497976,0.5329913730930215,1.2890456803403827,0,No Failure,298.7,0.0,309.21999999999997,0.04472135952962846,1451.2,78.16456997898284,42.54,6.658303087123891,183.4,4.979959839198476,298.7,298.7,298.8,309.2,309.2,309.3,1423.0,1586.0,1357.0,48.9,31.4,47.1,187.0,180.0,176.0,63510.6,0
9904,M24763,M,-0.652413241617146,-0.5429545740840913,-0.5677089686518582,0.5731180318240445,1.3675990862527267,0,No Failure,298.7,0.0,309.21999999999997,0.04472135952962846,1459.4,72.8992455379293,42.72,6.746258222155714,186.8,6.058052492347028,298.7,298.7,298.7,309.3,309.2,309.2,1402.0,1449.0,1396.0,45.3,42.3,44.8,190.0,182.0,178.0,65670.90000000001,0
9905,L57084,L,-0.7024092752447672,-0.61035545968962,-0.009907118657745668,-0.43004843645151863,1.4147311298001333,0,No Failure,298.68,0.04472135945060547,309.2,0.07071067810561465,1449.6,51.89219594504854,43.58,4.9871835739226285,190.4,6.3482280992442695,298.7,298.7,298.7,309.2,309.2,309.2,1437.0,1423.0,1586.0,45.7,48.9,31.4,195.0,187.0,180.0,54870.9,0
9906,M24765,M,-0.652413241617146,-0.61035545968962,-0.6458012276510339,0.9543212897687582,1.4461524921650708,0,No Failure,298.68,0.04472135945060547,309.18,0.08366600264225961,1444.4,53.252230000248,45.02,5.534618324690857,194.0,5.431390245603514,298.6,298.7,298.7,309.1,309.3,309.2,1537.0,1402.0,1449.0,35.7,45.3,42.3,198.0,190.0,182.0,70438.5,0
9907,M24766,M,-0.7024092752447672,-0.61035545968962,0.2689938063393106,-0.26954180152742907,1.4932845357124773,0,No Failure,298.65999999999997,0.05477225566838493,309.16,0.0894427190894514,1477.2,80.37536936151093,42.7,5.919459434779802,197.2,4.969909455919614,298.7,298.7,298.7,309.1,309.2,309.2,1423.0,1437.0,1423.0,49.5,45.7,48.9,200.0,195.0,187.0,59195.1,0
9908,M24767,M,-0.7024092752447672,-0.61035545968962,-0.2888080436548019,0.3223264147551537,1.5404165792598836,0,No Failure,298.64,0.05477225566741587,309.12,0.044721359528493244,1494.2,68.62361109705105,42.28,5.761249864396056,200.4,4.277849927246324,298.6,298.6,298.7,309.1,309.1,309.3,1587.0,1537.0,1402.0,37.3,35.7,45.3,203.0,198.0,190.0,64238.4,0
9909,L57088,L,-0.7024092752447672,-0.677756345295187,-0.4617266171529768,0.7737513254791571,-1.6959837443286896,0,No Failure,298.62,0.044721359447044924,309.08000000000004,0.044721359528111924,1498.0,65.09992319503387,42.68,6.116534966793178,161.4,90.276242721992,298.6,298.7,298.7,309.1,309.1,309.2,1487.0,1423.0,1437.0,43.2,49.5,45.7,206.0,200.0,195.0,69451.2,0
9910,L57089,L,-0.652413241617146,-0.61035545968962,0.3805541763381331,-0.7309983769341876,-1.6645623819637518,0,No Failure,298.64,0.05477225566741587,309.08000000000004,0.044721359528111924,1512.0,81.13568881817241,42.08,7.04854594934328,122.2,110.66255012424025,298.6,298.6,298.6,309.0,309.1,309.1,1456.0,1587.0,1537.0,47.7,37.3,35.7,0.0,203.0,198.0,52548.9,0
9911,L57090,L,-0.7024092752447672,-0.677756345295187,-0.38921237665374214,0.6032130258723112,-1.6331410195988143,0,No Failure,298.62,0.044721359447044924,309.06000000000006,0.05477225573247299,1521.2,70.42158759925331,41.38,6.256756348141064,83.0,110.92790451459886,298.7,298.6,298.7,309.1,309.1,309.1,1607.0,1487.0,1423.0,32.7,43.2,49.5,2.0,206.0,200.0,67574.0,0
9912,M24771,M,-0.7024092752447672,-0.677756345295187,-0.32227615465444864,0.08156646236901802,-1.6017196572338768,0,No Failure,298.62,0.044721359447044924,309.04,0.05477225573228878,1500.0,60.98360435395164,42.08,5.870008517881687,43.6,90.81189349418905,298.6,298.6,298.6,309.0,309.0,309.1,1469.0,1456.0,1587.0,46.0,47.7,37.3,4.0,0.0,203.0,60424.799999999996,0
